key_col,season,game_date,game_id,team_abbrev,team_id,toc,toc_string,points_for,points_against,is_win,fgm,fga,tpm,tpa,ftm,fta,oreb,dreb,ast,tov,stl,blk,shots_blocked,pf,pf_drawn,points,plus_minus,is_home
1610612737216011112017-03-29,2017,2017-03-29,21601111,ATL,1610612737,2880,48:00,99,92,1,34,80,9,18,22,26,15,32,19,17,7,3,3,15,19,,7,0
1610612755216011112017-03-29,2017,2017-03-29,21601111,PHI,1610612755,2880,48:00,92,99,0,36,87,11,39,9,11,13,27,30,14,7,3,3,19,15,,-7,1
1610612753216011122017-03-29,2017,2017-03-29,21601112,ORL,1610612753,3180,53:00,106,114,0,39,97,9,30,19,27,11,42,24,14,11,8,7,22,20,,-8,1
1610612760216011122017-03-29,2017,2017-03-29,21601112,OKC,1610612760,3180,53:00,114,106,1,43,102,10,33,18,28,11,46,18,11,9,7,8,20,22,,8,0
1610612738216011132017-03-29,2017,2017-03-29,21601113,BOS,1610612738,2880,48:00,100,103,0,35,88,12,37,18,23,15,27,24,16,9,3,8,18,21,,-3,1
1610612749216011132017-03-29,2017,2017-03-29,21601113,MIL,1610612749,2880,48:00,103,100,1,41,78,8,22,13,17,7,28,27,14,8,8,3,21,18,,3,0
1610612761216011142017-03-29,2017,2017-03-29,21601114,TOR,1610612761,2880,48:00,106,110,0,38,83,11,31,19,24,13,31,23,13,6,7,2,22,18,,-4,1
1610612766216011142017-03-29,2017,2017-03-29,21601114,CHA,1610612766,2880,48:00,110,106,1,39,86,16,32,16,21,11,27,23,8,4,2,7,18,22,,4,0
1610612748216011152017-03-29,2017,2017-03-29,21601115,MIA,1610612748,2880,48:00,105,88,1,40,84,12,25,13,17,8,32,18,10,2,7,6,23,16,,17,0
1610612752216011152017-03-29,2017,2017-03-29,21601115,NYK,1610612752,2880,48:00,88,105,0,33,89,5,25,17,21,17,35,19,14,11,6,7,16,23,,-17,1
1610612754216011162017-03-29,2017,2017-03-29,21601116,IND,1610612754,2880,48:00,97,110,0,37,85,10,25,13,15,12,31,19,12,8,7,3,18,19,,-13,0
1610612763216011162017-03-29,2017,2017-03-29,21601116,MEM,1610612763,2880,48:00,110,97,1,41,88,12,32,16,18,9,34,22,8,5,3,7,19,18,,13,1
1610612740216011172017-03-29,2017,2017-03-29,21601117,NOP,1610612740,2880,48:00,121,118,1,42,84,12,30,25,33,11,33,26,6,3,5,4,18,21,,3,1
1610612742216011172017-03-29,2017,2017-03-29,21601117,DAL,1610612742,2880,48:00,118,121,0,44,91,14,27,16,17,8,30,25,5,5,4,5,21,18,,-3,0
1610612744216011182017-03-29,2017,2017-03-29,21601118,GSW,1610612744,2880,48:00,110,98,1,43,85,13,26,11,11,10,25,31,15,9,7,9,23,13,,12,0
1610612759216011182017-03-29,2017,2017-03-29,21601118,SAS,1610612759,2880,48:00,98,110,0,34,83,9,24,21,26,16,26,20,15,7,9,7,13,23,,-12,1
1610612746216011192017-03-29,2017,2017-03-29,21601119,LAC,1610612746,2880,48:00,133,124,1,47,83,12,30,27,37,8,33,27,10,7,4,0,22,31,,9,1
1610612764216011192017-03-29,2017,2017-03-29,21601119,WAS,1610612764,2880,48:00,124,133,0,46,93,13,34,19,29,14,29,22,10,6,0,4,31,22,,-9,0
1610612758216011202017-03-29,2017,2017-03-29,21601120,SAC,1610612758,2880,48:00,82,112,0,34,75,2,15,12,18,2,30,14,13,10,1,3,17,18,,-30,1
1610612762216011202017-03-29,2017,2017-03-29,21601120,UTA,1610612762,2880,48:00,112,82,1,42,79,13,31,15,19,7,36,22,11,7,3,1,18,17,,30,0
1610612751216011212017-03-30,2017,2017-03-30,21601121,BKN,1610612751,2880,48:00,89,90,0,35,92,10,31,9,12,8,38,17,12,6,4,7,16,11,,-1,0
1610612765216011212017-03-30,2017,2017-03-30,21601121,DET,1610612765,2880,48:00,90,89,1,36,86,7,18,11,17,11,42,20,16,4,7,4,11,16,,1,1
1610612739216011222017-03-30,2017,2017-03-30,21601122,CLE,1610612739,2880,48:00,93,99,0,37,83,10,27,9,16,9,35,23,15,11,5,3,22,16,,-6,0
1610612741216011222017-03-30,2017,2017-03-30,21601122,CHI,1610612741,2880,48:00,99,93,1,38,90,12,25,11,18,15,36,26,12,6,3,5,16,22,,6,1
1610612747216011232017-03-30,2017,2017-03-30,21601123,LAL,1610612747,2880,48:00,104,119,0,40,84,9,27,15,16,14,28,20,16,9,5,5,23,21,,-15,0
1610612750216011232017-03-30,2017,2017-03-30,21601123,MIN,1610612750,2880,48:00,119,104,1,43,89,10,21,23,30,14,26,30,10,4,5,5,21,23,,15,1
1610612746216011242017-03-30,2017,2017-03-30,21601124,LAC,1610612746,2880,48:00,124,118,1,44,80,12,22,24,34,7,32,20,14,6,4,2,21,27,,6,0
1610612756216011242017-03-30,2017,2017-03-30,21601124,PHX,1610612756,2880,48:00,118,124,0,49,92,7,23,13,24,13,30,24,14,4,2,4,27,21,,-6,1
1610612745216011252017-03-30,2017,2017-03-30,21601125,HOU,1610612745,2880,48:00,107,117,0,40,91,8,34,19,23,13,29,18,18,12,3,8,20,16,,-10,0
1610612757216011252017-03-30,2017,2017-03-30,21601125,POR,1610612757,2880,48:00,117,107,1,43,90,13,33,18,22,11,30,24,12,9,8,3,16,20,,10,1
1610612754216011262017-03-31,2017,2017-03-31,21601126,IND,1610612754,2880,48:00,100,111,0,36,87,11,26,17,21,12,30,19,13,7,4,5,21,23,,-11,0
1610612761216011262017-03-31,2017,2017-03-31,21601126,TOR,1610612761,2880,48:00,111,100,1,37,82,14,27,23,35,16,37,23,14,7,5,4,23,21,,11,1
1610612743216011272017-03-31,2017,2017-03-31,21601127,DEN,1610612743,2880,48:00,114,122,0,45,90,16,33,8,11,10,39,32,13,10,1,11,19,17,,-8,0
1610612766216011272017-03-31,2017,2017-03-31,21601127,CHA,1610612766,2880,48:00,122,114,1,40,86,17,36,25,30,10,33,26,6,4,11,1,17,19,,8,1
1610612739216011282017-03-31,2017,2017-03-31,21601128,CLE,1610612739,2880,48:00,122,105,1,50,95,13,29,9,16,13,36,30,8,7,4,2,16,21,,17,1
1610612755216011282017-03-31,2017,2017-03-31,21601128,PHI,1610612755,2880,48:00,105,122,0,40,82,11,33,14,19,7,35,26,17,8,2,4,21,16,,-17,0
1610612738216011292017-03-31,2017,2017-03-31,21601129,BOS,1610612738,2880,48:00,117,116,1,38,84,12,33,29,34,5,40,27,11,9,5,4,18,21,,1,1
1610612753216011292017-03-31,2017,2017-03-31,21601129,ORL,1610612753,2880,48:00,116,117,0,40,98,12,30,24,25,11,37,28,9,6,4,5,21,18,,-1,0
1610612749216011302017-03-31,2017,2017-03-31,21601130,MIL,1610612749,3180,53:00,108,105,1,35,84,14,36,24,34,9,39,25,12,8,3,4,18,28,,3,1
1610612765216011302017-03-31,2017,2017-03-31,21601130,DET,1610612765,3180,53:00,105,108,0,44,97,7,30,10,16,13,41,25,12,6,4,3,28,18,,-3,0
1610612742216011312017-03-31,2017,2017-03-31,21601131,DAL,1610612742,2880,48:00,90,99,0,29,76,12,34,20,25,6,32,15,8,4,4,4,21,22,,-9,0
1610612763216011312017-03-31,2017,2017-03-31,21601131,MEM,1610612763,2880,48:00,99,90,1,35,75,11,27,18,20,8,39,23,13,7,4,4,22,21,,9,1
1610612740216011322017-03-31,2017,2017-03-31,21601132,NOP,1610612740,2880,48:00,117,89,1,46,95,10,33,15,19,10,35,28,12,7,12,6,13,17,,28,1
1610612758216011322017-03-31,2017,2017-03-31,21601132,SAC,1610612758,2880,48:00,89,117,0,35,90,6,20,13,17,14,38,18,20,16,6,12,17,13,,-28,0
1610612748216011332017-03-31,2017,2017-03-31,21601133,MIA,1610612748,2880,48:00,94,98,0,34,83,8,33,18,25,11,30,17,13,9,4,5,17,19,,-4,1
1610612752216011332017-03-31,2017,2017-03-31,21601133,NYK,1610612752,2880,48:00,98,94,1,38,80,6,16,16,17,8,31,25,14,5,5,4,19,17,,4,0
1610612762216011342017-03-31,2017,2017-03-31,21601134,UTA,1610612762,2880,48:00,95,88,1,33,72,10,25,19,31,7,35,20,10,8,7,1,18,23,,7,1
1610612764216011342017-03-31,2017,2017-03-31,21601134,WAS,1610612764,2880,48:00,88,95,0,35,87,5,17,13,16,14,31,12,14,9,1,7,23,18,,-7,0
1610612759216011352017-03-31,2017,2017-03-31,21601135,SAS,1610612759,2880,48:00,100,95,1,37,85,9,27,17,27,13,28,23,13,7,11,3,23,21,,5,0
1610612760216011352017-03-31,2017,2017-03-31,21601135,OKC,1610612760,2880,48:00,95,100,0,33,81,6,21,23,27,13,33,21,18,8,3,11,21,23,,-5,1
1610612744216011362017-03-31,2017,2017-03-31,21601136,GSW,1610612744,2880,48:00,107,98,1,43,95,11,32,10,14,13,30,27,10,6,14,3,20,12,,9,1
1610612745216011362017-03-31,2017,2017-03-31,21601136,HOU,1610612745,2880,48:00,98,107,0,34,91,12,37,18,23,18,30,20,13,10,3,14,12,20,,-9,0
1610612746216011372017-04-01,2017,2017-04-01,21601137,LAC,1610612746,2880,48:00,115,104,1,38,69,11,25,28,34,4,35,24,17,12,5,2,19,27,,11,1
1610612747216011372017-04-01,2017,2017-04-01,21601137,LAL,1610612747,2880,48:00,104,115,0,39,90,6,23,20,30,15,26,26,11,8,2,5,27,19,,-11,0
1610612737216011382017-04-01,2017,2017-04-01,21601138,ATL,1610612737,2880,48:00,104,106,0,40,90,11,28,13,17,11,34,25,13,6,1,4,16,17,,-2,0
1610612741216011382017-04-01,2017,2017-04-01,21601138,CHI,1610612741,2880,48:00,106,104,1,40,85,12,30,14,14,6,34,25,12,4,4,1,17,16,,2,1
1610612751216011392017-04-01,2017,2017-04-01,21601139,BKN,1610612751,2880,48:00,121,111,1,50,94,8,31,13,16,9,35,26,11,9,5,2,16,16,,10,1
1610612753216011392017-04-01,2017,2017-04-01,21601139,ORL,1610612753,2880,48:00,111,121,0,45,91,10,25,11,15,11,31,26,14,8,2,5,16,16,,-10,0
1610612750216011402017-04-01,2017,2017-04-01,21601140,MIN,1610612750,2880,48:00,117,123,0,39,87,9,25,30,38,10,31,27,10,5,4,4,23,27,,-6,1
1610612758216011402017-04-01,2017,2017-04-01,21601140,SAC,1610612758,2880,48:00,123,117,1,44,78,11,19,24,33,7,33,27,17,8,4,4,27,23,,6,0
1610612756216011412017-04-01,2017,2017-04-01,21601141,PHX,1610612756,2880,48:00,117,130,0,44,84,3,10,26,32,13,30,17,17,12,6,3,26,23,,-13,0
1610612757216011412017-04-01,2017,2017-04-01,21601141,POR,1610612757,2880,48:00,130,117,1,43,92,15,37,29,31,11,30,21,12,8,3,6,23,26,,13,1
1610612760216011422017-04-02,2017,2017-04-02,21601142,OKC,1610612760,2880,48:00,101,113,0,39,84,12,31,11,12,7,35,19,24,18,5,5,20,13,,-12,1
1610612766216011422017-04-02,2017,2017-04-02,21601142,CHA,1610612766,2880,48:00,113,101,1,37,77,11,30,28,32,3,34,20,16,10,5,5,13,20,,12,0
1610612747216011432017-04-02,2017,2017-04-02,21601143,LAL,1610612747,2880,48:00,108,103,1,40,85,7,19,21,27,17,34,14,13,8,2,5,12,19,,5,1
1610612763216011432017-04-02,2017,2017-04-02,21601143,MEM,1610612763,2880,48:00,103,108,0,40,80,13,30,10,14,5,28,29,14,11,5,2,19,12,,-5,0
1610612742216011442017-04-02,2017,2017-04-02,21601144,DAL,1610612742,2880,48:00,109,105,1,38,73,14,36,19,20,4,26,25,13,9,1,3,18,20,,4,0
1610612749216011442017-04-02,2017,2017-04-02,21601144,MIL,1610612749,2880,48:00,105,109,0,39,77,12,34,15,18,4,29,25,13,7,3,1,20,18,,-4,1
1610612738216011452017-04-02,2017,2017-04-02,21601145,BOS,1610612738,2880,48:00,110,94,1,40,72,12,37,18,26,5,36,22,17,12,3,2,25,20,,16,0
1610612752216011452017-04-02,2017,2017-04-02,21601145,NYK,1610612752,2880,48:00,94,110,0,33,85,7,25,21,25,8,24,20,11,8,2,3,20,25,,-16,1
1610612740216011462017-04-02,2017,2017-04-02,21601146,NOP,1610612740,2880,48:00,110,117,0,33,81,10,30,34,35,6,34,24,12,7,4,6,14,25,,-7,1
1610612741216011462017-04-02,2017,2017-04-02,21601146,CHI,1610612741,2880,48:00,117,110,1,45,92,13,26,14,18,9,40,26,11,7,6,4,25,14,,7,0
1610612755216011472017-04-02,2017,2017-04-02,21601147,PHI,1610612755,2880,48:00,105,113,0,36,80,11,36,22,25,13,24,25,19,12,5,9,20,19,,-8,0
1610612761216011472017-04-02,2017,2017-04-02,21601147,TOR,1610612761,2880,48:00,113,105,1,46,85,6,19,15,19,10,27,25,15,8,9,5,19,20,,8,1
1610612737216011482017-04-02,2017,2017-04-02,21601148,ATL,1610612737,2880,48:00,82,91,0,30,80,7,24,15,23,8,36,19,19,11,4,6,19,22,,-9,0
1610612751216011482017-04-02,2017,2017-04-02,21601148,BKN,1610612751,2880,48:00,91,82,1,32,82,10,33,17,20,8,43,21,19,9,6,4,22,19,,9,1
1610612743216011492017-04-02,2017,2017-04-02,21601149,DEN,1610612743,2880,48:00,116,113,1,44,87,5,20,23,27,6,34,25,8,3,6,9,14,22,,3,0
1610612748216011492017-04-02,2017,2017-04-02,21601149,MIA,1610612748,2880,48:00,113,116,0,42,87,13,27,16,21,7,34,26,10,9,9,6,22,14,,-3,1
1610612739216011502017-04-02,2017,2017-04-02,21601150,CLE,1610612739,3480,58:00,135,130,1,47,95,18,43,23,33,15,41,29,13,6,4,3,19,24,,5,1
1610612754216011502017-04-02,2017,2017-04-02,21601150,IND,1610612754,3480,58:00,130,135,0,48,105,16,41,18,20,12,34,32,9,7,3,4,24,19,,-5,0
1610612759216011512017-04-02,2017,2017-04-02,21601151,SAS,1610612759,2880,48:00,109,103,1,40,77,10,19,19,22,8,34,26,13,6,6,8,17,18,,6,1
1610612762216011512017-04-02,2017,2017-04-02,21601151,UTA,1610612762,2880,48:00,103,109,0,43,89,9,24,8,13,12,24,24,10,7,8,6,18,17,,-6,0
1610612744216011522017-04-02,2017,2017-04-02,21601152,GSW,1610612744,2880,48:00,139,115,1,50,88,16,36,23,26,10,34,34,16,9,10,3,20,20,,24,1
1610612764216011522017-04-02,2017,2017-04-02,21601152,WAS,1610612764,2880,48:00,115,139,0,43,92,10,27,19,25,9,29,28,14,7,3,10,20,20,,-24,0
1610612745216011532017-04-02,2017,2017-04-02,21601153,HOU,1610612745,2880,48:00,123,116,1,47,100,14,38,15,23,13,33,23,15,8,4,11,23,24,,7,0
1610612756216011532017-04-02,2017,2017-04-02,21601153,PHX,1610612756,2880,48:00,116,123,0,42,100,8,34,24,29,22,39,24,23,8,11,4,24,23,,-7,1
1610612751216011542017-04-04,2017,2017-04-04,21601154,BKN,1610612751,2880,48:00,141,118,1,48,75,16,31,29,33,1,35,36,17,7,5,4,19,22,,23,0
1610612755216011542017-04-04,2017,2017-04-04,21601154,PHI,1610612755,2880,48:00,118,141,0,43,97,12,38,20,27,14,22,32,11,9,4,5,22,19,,-23,1
1610612764216011552017-04-04,2017,2017-04-04,21601155,WAS,1610612764,2880,48:00,118,111,1,43,85,17,34,15,18,6,30,31,12,5,3,3,18,18,,7,1
1610612766216011552017-04-04,2017,2017-04-04,21601155,CHA,1610612766,2880,48:00,111,118,0,40,79,12,34,19,22,9,28,21,16,10,3,3,18,18,,-7,0
1610612739216011562017-04-04,2017,2017-04-04,21601156,CLE,1610612739,2880,48:00,122,102,1,44,82,18,36,16,21,5,37,30,12,8,3,3,18,21,,20,1
1610612753216011562017-04-04,2017,2017-04-04,21601156,ORL,1610612753,2880,48:00,102,122,0,33,86,11,33,25,26,11,32,23,14,9,3,3,21,18,,-20,0
1610612754216011572017-04-04,2017,2017-04-04,21601157,IND,1610612754,2880,48:00,108,90,1,39,89,12,25,18,18,10,33,16,11,7,4,5,17,19,,18,1
1610612761216011572017-04-04,2017,2017-04-04,21601157,TOR,1610612761,2880,48:00,90,108,0,34,76,5,23,17,19,6,34,11,13,7,5,4,19,17,,-18,0
1610612740216011582017-04-04,2017,2017-04-04,21601158,NOP,1610612740,2880,48:00,131,134,0,51,100,14,32,15,17,10,25,30,7,3,8,2,16,20,,-3,1
1610612743216011582017-04-04,2017,2017-04-04,21601158,DEN,1610612743,2880,48:00,134,131,1,53,99,13,30,15,21,15,35,31,10,5,2,8,20,16,,3,0
1610612749216011592017-04-04,2017,2017-04-04,21601159,MIL,1610612749,2880,48:00,79,110,0,29,81,3,18,18,26,10,28,16,11,9,5,7,19,20,,-31,0
1610612760216011592017-04-04,2017,2017-04-04,21601159,OKC,1610612760,2880,48:00,110,79,1,40,84,9,28,21,25,11,42,29,13,9,7,5,20,19,,31,1
1610612741216011602017-04-04,2017,2017-04-04,21601160,CHI,1610612741,2880,48:00,91,100,0,32,85,6,27,21,23,11,26,22,14,4,5,8,15,22,,-9,0
1610612752216011602017-04-04,2017,2017-04-04,21601160,NYK,1610612752,2880,48:00,100,91,1,42,89,6,23,10,16,16,38,26,14,7,8,5,22,15,,9,1
1610612759216011612017-04-04,2017,2017-04-04,21601161,SAS,1610612759,3180,53:00,95,89,1,35,80,11,21,14,18,8,38,22,15,9,6,2,20,20,,6,1
1610612763216011612017-04-04,2017,2017-04-04,21601161,MEM,1610612763,3180,53:00,89,95,0,35,89,8,25,11,18,12,38,26,15,8,2,6,20,20,,-6,0
1610612744216011622017-04-04,2017,2017-04-04,21601162,GSW,1610612744,2880,48:00,121,107,1,44,84,14,32,19,24,8,32,33,13,9,7,3,19,19,,14,1
1610612750216011622017-04-04,2017,2017-04-04,21601162,MIN,1610612750,2880,48:00,107,121,0,41,96,4,19,21,26,19,31,22,13,9,3,7,19,19,,-14,0
1610612742216011632017-04-04,2017,2017-04-04,21601163,DAL,1610612742,2880,48:00,87,98,0,32,80,12,43,11,14,8,31,21,16,11,9,2,13,10,,-11,0
1610612758216011632017-04-04,2017,2017-04-04,21601163,SAC,1610612758,2880,48:00,98,87,1,36,81,12,22,14,17,11,40,17,18,9,2,9,10,13,,11,1
1610612757216011642017-04-04,2017,2017-04-04,21601164,POR,1610612757,2880,48:00,87,106,0,33,83,6,26,15,17,7,22,10,7,4,5,6,21,17,,-19,0
1610612762216011642017-04-04,2017,2017-04-04,21601164,UTA,1610612762,2880,48:00,106,87,1,39,74,13,23,15,19,7,40,21,14,8,6,5,17,21,,19,1
1610612748216011652017-04-05,2017,2017-04-05,21601165,MIA,1610612748,2880,48:00,112,99,1,40,84,21,40,11,12,7,33,23,6,2,7,7,16,15,,13,0
1610612766216011652017-04-05,2017,2017-04-05,21601165,CHA,1610612766,2880,48:00,99,112,0,35,78,8,25,21,24,4,32,19,6,5,7,7,15,16,,-13,1
1610612761216011662017-04-05,2017,2017-04-05,21601166,TOR,1610612761,2880,48:00,105,102,1,41,87,10,30,13,15,7,29,29,11,5,2,4,14,21,,3,0
1610612765216011662017-04-05,2017,2017-04-05,21601166,DET,1610612765,2880,48:00,102,105,0,42,81,7,21,11,18,12,33,22,14,7,4,2,21,14,,-3,1
1610612760216011672017-04-05,2017,2017-04-05,21601167,OKC,1610612760,2880,48:00,103,100,1,37,85,14,31,15,24,12,32,19,12,7,3,5,20,18,,3,0
1610612763216011672017-04-05,2017,2017-04-05,21601167,MEM,1610612763,2880,48:00,100,103,0,37,78,9,26,17,21,7,31,21,13,8,5,3,18,20,,-3,1
1610612743216011682017-04-05,2017,2017-04-05,21601168,DEN,1610612743,2880,48:00,104,110,0,41,104,7,38,15,18,12,39,26,12,7,5,3,24,20,,-6,0
1610612745216011682017-04-05,2017,2017-04-05,21601168,HOU,1610612745,2880,48:00,110,104,1,37,87,10,34,26,38,11,45,19,16,10,3,5,20,24,,6,1
1610612738216011692017-04-05,2017,2017-04-05,21601169,BOS,1610612738,2880,48:00,91,114,0,33,81,7,33,18,29,8,30,21,12,7,4,5,19,26,,-23,1
1610612739216011692017-04-05,2017,2017-04-05,21601169,CLE,1610612739,2880,48:00,114,91,1,43,92,11,36,17,18,13,38,19,10,6,5,4,26,19,,23,0
1610612747216011702017-04-05,2017,2017-04-05,21601170,LAL,1610612747,2880,48:00,102,95,1,42,86,7,14,11,14,8,39,23,16,8,5,8,13,13,,7,0
1610612759216011702017-04-05,2017,2017-04-05,21601170,SAS,1610612759,2880,48:00,95,102,0,39,89,13,35,4,6,7,30,28,14,8,8,5,13,13,,-7,1
1610612744216011712017-04-05,2017,2017-04-05,21601171,GSW,1610612744,2880,48:00,120,111,1,45,89,13,30,17,24,7,32,25,15,13,9,2,19,22,,9,0
1610612756216011712017-04-05,2017,2017-04-05,21601171,PHX,1610612756,2880,48:00,111,120,0,43,103,7,27,18,26,20,35,26,16,13,2,9,22,19,,-9,1
1610612742216011722017-04-05,2017,2017-04-05,21601172,DAL,1610612742,2880,48:00,101,112,0,38,86,11,31,14,18,11,33,24,16,11,3,0,26,19,,-11,0
1610612746216011722017-04-05,2017,2017-04-05,21601172,LAC,1610612746,2880,48:00,112,101,1,38,75,12,31,24,31,5,35,22,15,5,0,3,19,26,,11,1
1610612741216011732017-04-06,2017,2017-04-06,21601173,CHI,1610612741,2880,48:00,102,90,1,39,91,8,25,16,17,10,47,27,16,10,6,3,19,19,,12,0
1610612755216011732017-04-06,2017,2017-04-06,21601173,PHI,1610612755,2880,48:00,90,102,0,33,91,7,33,17,22,10,40,19,13,7,3,6,19,19,,-12,1
1610612751216011742017-04-06,2017,2017-04-06,21601174,BKN,1610612751,2880,48:00,107,115,0,40,87,11,30,16,22,7,32,21,14,9,6,6,19,21,,-8,0
1610612753216011742017-04-06,2017,2017-04-06,21601174,ORL,1610612753,2880,48:00,115,107,1,42,90,9,25,22,26,9,39,24,13,7,6,6,21,19,,8,1
1610612749216011752017-04-06,2017,2017-04-06,21601175,MIL,1610612749,2880,48:00,89,104,0,33,71,11,24,12,14,6,26,21,21,15,4,3,22,12,,-15,0
1610612754216011752017-04-06,2017,2017-04-06,21601175,IND,1610612754,2880,48:00,104,89,1,38,80,8,25,20,26,12,32,20,16,8,3,4,12,22,,15,1
1610612752216011762017-04-06,2017,2017-04-06,21601176,NYK,1610612752,2880,48:00,103,106,0,40,95,7,20,16,21,20,29,20,11,5,2,8,19,22,,-3,1
1610612764216011762017-04-06,2017,2017-04-06,21601176,WAS,1610612764,2880,48:00,106,103,1,36,74,14,34,20,28,9,30,17,13,9,8,2,22,19,,3,0
1610612737216011772017-04-06,2017,2017-04-06,21601177,ATL,1610612737,2880,48:00,123,116,1,44,89,11,23,24,34,13,39,26,17,9,4,4,30,29,,7,1
1610612738216011772017-04-06,2017,2017-04-06,21601177,BOS,1610612738,2880,48:00,116,123,0,37,90,15,43,27,34,10,28,28,12,7,4,4,29,30,,-7,0
1610612750216011782017-04-06,2017,2017-04-06,21601178,MIN,1610612750,2880,48:00,98,105,0,38,87,4,18,18,20,9,38,16,13,8,4,4,20,20,,-7,0
1610612757216011782017-04-06,2017,2017-04-06,21601178,POR,1610612757,2880,48:00,105,98,1,35,81,14,33,21,26,4,37,19,12,7,4,4,20,20,,7,1
1610612737216011792017-04-07,2017,2017-04-07,21601179,ATL,1610612737,2880,48:00,114,100,1,45,89,16,37,8,8,6,36,39,11,5,3,3,17,10,,14,0
1610612739216011792017-04-07,2017,2017-04-07,21601179,CLE,1610612739,2880,48:00,100,114,0,39,81,9,36,13,17,3,35,23,13,7,3,3,10,17,,-14,1
1610612748216011802017-04-07,2017,2017-04-07,21601180,MIA,1610612748,2880,48:00,94,96,0,33,83,8,23,20,29,14,30,16,19,10,5,4,21,24,,-2,0
1610612761216011802017-04-07,2017,2017-04-07,21601180,TOR,1610612761,2880,48:00,96,94,1,35,85,9,20,17,24,12,32,14,15,10,4,5,24,21,,2,1
1610612752216011812017-04-07,2017,2017-04-07,21601181,NYK,1610612752,2880,48:00,88,101,0,38,88,6,28,6,13,15,26,20,6,3,4,9,16,14,,-13,0
1610612763216011812017-04-07,2017,2017-04-07,21601181,MEM,1610612763,2880,48:00,101,88,1,38,75,15,27,10,12,7,31,20,12,8,9,4,14,16,,13,1
1610612745216011822017-04-07,2017,2017-04-07,21601182,HOU,1610612745,2880,48:00,109,114,0,36,87,16,51,21,28,9,40,25,11,5,6,1,15,19,,-5,1
1610612765216011822017-04-07,2017,2017-04-07,21601182,DET,1610612765,2880,48:00,114,109,1,46,108,9,26,13,16,18,37,27,6,3,1,6,19,15,,5,0
1610612742216011832017-04-07,2017,2017-04-07,21601183,DAL,1610612742,2880,48:00,89,102,0,38,88,8,26,5,8,6,38,26,9,6,8,5,17,11,,-13,1
1610612759216011832017-04-07,2017,2017-04-07,21601183,SAS,1610612759,2880,48:00,102,89,1,40,96,9,28,13,22,16,42,26,6,1,5,8,11,17,,13,0
1610612740216011842017-04-07,2017,2017-04-07,21601184,NOP,1610612740,2880,48:00,106,122,0,47,99,3,23,9,13,10,23,19,11,9,3,4,19,15,,-16,0
1610612743216011842017-04-07,2017,2017-04-07,21601184,DEN,1610612743,2880,48:00,122,106,1,43,78,13,32,23,32,11,39,31,21,11,4,3,15,19,,16,1
1610612750216011852017-04-07,2017,2017-04-07,21601185,MIN,1610612750,2880,48:00,113,120,0,39,79,7,16,28,28,9,25,22,12,8,1,7,25,21,,-7,0
1610612762216011852017-04-07,2017,2017-04-07,21601185,UTA,1610612762,2880,48:00,120,113,1,45,75,14,25,16,22,6,27,29,14,11,7,1,21,25,,7,1
1610612756216011862017-04-07,2017,2017-04-07,21601186,PHX,1610612756,2880,48:00,120,99,1,43,83,8,18,26,31,12,33,16,7,1,6,3,27,25,,21,1
1610612760216011862017-04-07,2017,2017-04-07,21601186,OKC,1610612760,2880,48:00,99,120,0,34,92,7,30,24,33,22,26,13,9,6,3,6,25,27,,-21,0
1610612747216011872017-04-07,2017,2017-04-07,21601187,LAL,1610612747,2880,48:00,98,94,1,38,86,4,24,18,25,16,25,20,14,5,1,6,15,19,,4,1
1610612758216011872017-04-07,2017,2017-04-07,21601187,SAC,1610612758,2880,48:00,94,98,0,38,75,8,20,10,13,10,30,27,23,12,6,1,19,15,,-4,0
1610612741216011882017-04-08,2017,2017-04-08,21601188,CHI,1610612741,2880,48:00,106,107,0,40,90,11,24,15,17,11,41,14,17,15,6,6,20,13,,-1,0
1610612751216011882017-04-08,2017,2017-04-08,21601188,BKN,1610612751,2880,48:00,107,106,1,39,92,10,31,19,24,10,34,24,13,6,6,6,13,20,,1,1
1610612738216011892017-04-08,2017,2017-04-08,21601189,BOS,1610612738,2880,48:00,121,114,1,45,87,17,39,14,17,5,38,35,9,5,5,5,19,15,,7,0
1610612766216011892017-04-08,2017,2017-04-08,21601189,CHA,1610612766,2880,48:00,114,121,0,38,84,9,28,29,32,7,35,22,7,2,5,5,15,19,,-7,1
1610612753216011902017-04-08,2017,2017-04-08,21601190,ORL,1610612753,2880,48:00,112,127,0,41,84,14,30,16,22,4,29,29,13,6,2,4,16,16,,-15,1
1610612754216011902017-04-08,2017,2017-04-08,21601190,IND,1610612754,2880,48:00,127,112,1,51,86,11,22,14,19,6,39,35,15,10,4,2,16,16,,15,0
1610612749216011912017-04-08,2017,2017-04-08,21601191,MIL,1610612749,2880,48:00,90,82,1,35,79,6,27,14,20,6,37,18,15,9,4,1,21,16,,8,0
1610612755216011912017-04-08,2017,2017-04-08,21601191,PHI,1610612755,2880,48:00,82,90,0,27,77,8,31,20,23,10,37,23,17,10,1,4,16,21,,-8,1
1610612748216011922017-04-08,2017,2017-04-08,21601192,MIA,1610612748,2880,48:00,106,103,1,37,80,7,18,25,36,8,28,23,13,7,7,6,19,25,,3,0
1610612764216011922017-04-08,2017,2017-04-08,21601192,WAS,1610612764,2880,48:00,103,106,0,39,81,8,22,17,22,12,32,21,19,13,6,7,25,19,,-3,1
