key_col,season,game_date,game_id,team_abbrev,team_id,toc,toc_string,points_for,points_against,is_win,fgm,fga,tpm,tpa,ftm,fta,oreb,dreb,ast,tov,stl,blk,shots_blocked,pf,pf_drawn,points,plus_minus,is_home
1610612745217010642018-03-20,2018,2018-03-20,21701064,HOU,1610612745,2880,48:00,115,111,1,38,79,19,36,20,29,7,31,18,9,6,4,7,23,19,,4,0
1610612757217010642018-03-20,2018,2018-03-20,21701064,POR,1610612757,2880,48:00,111,115,0,40,81,11,28,20,27,10,34,20,8,3,7,4,19,23,,-4,1
1610612739217010652018-03-21,2018,2018-03-21,21701065,CLE,1610612739,2880,48:00,132,129,1,47,78,15,24,23,28,4,29,28,9,4,4,5,18,23,,3,1
1610612761217010652018-03-21,2018,2018-03-21,21701065,TOR,1610612761,2880,48:00,129,132,0,47,88,15,34,20,23,10,23,32,6,3,5,4,23,18,,-3,0
1610612755217010662018-03-21,2018,2018-03-21,21701066,PHI,1610612755,2880,48:00,119,105,1,46,84,11,31,16,20,4,34,32,14,6,4,2,21,20,,14,1
1610612763217010662018-03-21,2018,2018-03-21,21701066,MEM,1610612763,2880,48:00,105,119,0,40,99,9,27,16,20,15,32,25,13,8,2,4,20,21,,-14,0
1610612751217010672018-03-21,2018,2018-03-21,21701067,BKN,1610612751,2880,48:00,105,111,0,39,93,13,37,14,21,10,36,22,12,3,11,2,36,16,,-6,1
1610612766217010672018-03-21,2018,2018-03-21,21701067,CHA,1610612766,2880,48:00,111,105,1,36,94,3,16,36,47,23,45,18,13,6,2,11,16,36,,6,0
1610612748217010682018-03-21,2018,2018-03-21,21701068,MIA,1610612748,2880,48:00,119,98,1,45,81,15,34,14,19,5,27,31,7,6,2,1,16,16,,21,1
1610612752217010682018-03-21,2018,2018-03-21,21701068,NYK,1610612752,2880,48:00,98,119,0,39,89,10,31,10,12,13,27,21,14,9,1,2,16,16,,-21,0
1610612741217010692018-03-21,2018,2018-03-21,21701069,CHI,1610612741,2880,48:00,102,135,0,39,89,13,38,11,14,9,25,29,15,9,4,6,22,13,,-33,1
1610612743217010692018-03-21,2018,2018-03-21,21701069,DEN,1610612743,2880,48:00,135,102,1,51,83,20,35,13,16,8,37,34,17,12,6,4,13,22,,33,0
1610612746217010702018-03-21,2018,2018-03-21,21701070,LAC,1610612746,2880,48:00,127,120,1,45,86,15,30,22,29,16,31,26,19,10,3,5,16,20,,7,0
1610612749217010702018-03-21,2018,2018-03-21,21701070,MIL,1610612749,2880,48:00,120,127,0,50,91,8,26,12,17,8,25,33,14,12,5,3,20,16,,-7,1
1610612759217010712018-03-21,2018,2018-03-21,21701071,SAS,1610612759,2880,48:00,98,90,1,39,79,7,23,13,18,12,30,21,15,11,10,4,17,16,,8,1
1610612764217010712018-03-21,2018,2018-03-21,21701071,WAS,1610612764,2880,48:00,90,98,0,35,83,8,25,12,16,9,26,27,12,7,4,10,16,17,,-8,0
1610612763217010722018-03-22,2018,2018-03-22,21701072,MEM,1610612763,2880,48:00,79,140,0,30,78,4,18,15,21,9,29,13,19,10,7,4,24,17,,-61,0
1610612766217010722018-03-22,2018,2018-03-22,21701072,CHA,1610612766,2880,48:00,140,79,1,49,92,19,40,23,27,11,42,25,8,4,4,7,17,24,,61,1
1610612753217010732018-03-22,2018,2018-03-22,21701073,ORL,1610612753,2880,48:00,98,118,0,37,91,10,33,14,22,7,33,26,10,7,3,5,19,15,,-20,1
1610612755217010732018-03-22,2018,2018-03-22,21701073,PHI,1610612755,2880,48:00,118,98,1,42,89,15,37,19,24,11,45,30,16,10,5,3,15,19,,20,0
1610612745217010742018-03-22,2018,2018-03-22,21701074,HOU,1610612745,3180,53:00,100,96,1,35,99,12,51,18,28,12,40,19,12,9,3,5,20,18,,4,1
1610612765217010742018-03-22,2018,2018-03-22,21701074,DET,1610612765,3180,53:00,96,100,0,40,95,6,38,10,19,16,50,22,15,9,5,3,18,20,,-4,0
1610612740217010752018-03-22,2018,2018-03-22,21701075,NOP,1610612740,2880,48:00,128,125,1,52,95,6,24,18,22,8,34,28,9,4,4,3,19,20,,3,1
1610612747217010752018-03-22,2018,2018-03-22,21701075,LAL,1610612747,2880,48:00,125,128,0,43,87,17,39,22,28,7,33,19,16,13,3,4,20,19,,-3,0
1610612742217010762018-03-22,2018,2018-03-22,21701076,DAL,1610612742,2880,48:00,112,119,0,42,85,17,32,11,14,8,27,22,14,11,7,6,16,19,,-7,1
1610612762217010762018-03-22,2018,2018-03-22,21701076,UTA,1610612762,2880,48:00,119,112,1,46,87,12,29,15,16,8,31,32,11,5,6,7,19,16,,7,0
1610612737217010772018-03-22,2018,2018-03-22,21701077,ATL,1610612737,2880,48:00,90,105,0,33,84,12,36,12,18,6,34,19,12,8,2,9,11,18,,-15,0
1610612758217010772018-03-22,2018,2018-03-22,21701077,SAC,1610612758,2880,48:00,105,90,1,43,93,10,21,9,9,12,39,28,13,7,9,2,18,11,,15,1
1610612746217010782018-03-23,2018,2018-03-23,21701078,LAC,1610612746,2880,48:00,104,109,0,42,76,10,26,10,14,5,27,24,14,6,3,2,20,17,,-5,0
1610612754217010782018-03-23,2018,2018-03-23,21701078,IND,1610612754,2880,48:00,109,104,1,43,93,11,31,12,14,14,28,25,9,4,2,3,17,20,,5,1
1610612743217010792018-03-23,2018,2018-03-23,21701079,DEN,1610612743,2880,48:00,108,100,1,37,85,17,34,17,18,7,31,25,10,3,10,2,16,21,,8,0
1610612764217010792018-03-23,2018,2018-03-23,21701079,WAS,1610612764,2880,48:00,100,108,0,38,80,14,28,10,14,8,38,28,17,5,2,10,21,16,,-8,1
1610612739217010802018-03-23,2018,2018-03-23,21701080,CLE,1610612739,2880,48:00,120,95,1,47,95,8,29,18,24,15,39,23,14,9,4,4,14,23,,25,1
1610612756217010802018-03-23,2018,2018-03-23,21701080,PHX,1610612756,2880,48:00,95,120,0,38,87,7,28,12,20,7,29,24,17,9,4,4,23,14,,-25,0
1610612750217010812018-03-23,2018,2018-03-23,21701081,MIN,1610612750,2880,48:00,108,104,1,35,75,10,26,28,32,6,39,23,14,9,6,0,15,27,,4,0
1610612752217010812018-03-23,2018,2018-03-23,21701081,NYK,1610612752,2880,48:00,104,108,0,40,92,12,28,12,17,10,32,25,10,6,0,6,27,15,,-4,1
1610612751217010822018-03-23,2018,2018-03-23,21701082,BKN,1610612751,2880,48:00,112,116,0,41,84,11,27,19,31,5,35,21,9,5,9,7,23,24,,-4,0
1610612761217010822018-03-23,2018,2018-03-23,21701082,TOR,1610612761,2880,48:00,116,112,1,41,86,14,28,20,29,5,38,26,10,5,7,9,24,23,,4,1
1610612741217010832018-03-23,2018,2018-03-23,21701083,CHI,1610612741,2880,48:00,105,118,0,36,87,12,26,21,23,17,34,21,14,8,2,7,22,20,,-13,1
1610612749217010832018-03-23,2018,2018-03-23,21701083,MIL,1610612749,2880,48:00,118,105,1,43,87,15,30,17,19,7,29,27,5,3,7,2,20,22,,13,0
1610612748217010842018-03-23,2018,2018-03-23,21701084,MIA,1610612748,2880,48:00,99,105,0,34,87,13,30,18,20,8,33,22,10,7,1,1,25,23,,-6,0
1610612760217010842018-03-23,2018,2018-03-23,21701084,OKC,1610612760,2880,48:00,105,99,1,36,84,8,26,25,33,12,39,17,11,4,1,1,23,25,,6,1
1610612759217010852018-03-23,2018,2018-03-23,21701085,SAS,1610612759,3180,53:00,124,120,1,47,92,7,17,23,27,11,38,21,13,10,7,3,26,23,,4,1
1610612762217010852018-03-23,2018,2018-03-23,21701085,UTA,1610612762,3180,53:00,120,124,0,43,88,11,28,23,29,5,29,24,15,9,3,7,23,26,,-4,0
1610612738217010862018-03-23,2018,2018-03-23,21701086,BOS,1610612738,2880,48:00,105,100,1,35,77,11,18,24,26,9,36,22,13,8,4,5,18,20,,5,0
1610612757217010862018-03-23,2018,2018-03-23,21701086,POR,1610612757,2880,48:00,100,105,0,40,91,8,33,12,15,11,32,16,8,5,5,4,20,18,,-5,1
1610612737217010872018-03-23,2018,2018-03-23,21701087,ATL,1610612737,2880,48:00,94,106,0,37,84,11,32,9,20,5,39,24,11,8,5,6,14,17,,-12,0
1610612744217010872018-03-23,2018,2018-03-23,21701087,GSW,1610612744,2880,48:00,106,94,1,42,93,12,30,10,11,10,36,28,7,5,6,5,17,14,,12,1
1610612750217010882018-03-24,2018,2018-03-24,21701088,MIN,1610612750,2880,48:00,108,120,0,37,96,6,23,28,38,13,40,19,14,9,3,10,27,29,,-12,0
1610612755217010882018-03-24,2018,2018-03-24,21701088,PHI,1610612755,2880,48:00,120,108,1,42,88,13,37,23,36,7,44,33,15,7,10,3,29,27,,12,1
1610612741217010892018-03-24,2018,2018-03-24,21701089,CHI,1610612741,2880,48:00,95,117,0,39,97,11,35,6,9,14,30,27,12,6,1,7,20,11,,-22,0
1610612765217010892018-03-24,2018,2018-03-24,21701089,DET,1610612765,2880,48:00,117,95,1,43,87,16,42,15,18,12,37,33,13,10,7,1,11,20,,22,1
1610612753217010902018-03-24,2018,2018-03-24,21701090,ORL,1610612753,2880,48:00,105,99,1,37,84,11,30,20,27,14,40,29,19,14,8,2,18,22,,6,1
1610612756217010902018-03-24,2018,2018-03-24,21701090,PHX,1610612756,2880,48:00,99,105,0,36,89,7,29,20,26,10,31,21,14,9,2,8,22,18,,-6,0
1610612740217010912018-03-24,2018,2018-03-24,21701091,NOP,1610612740,2880,48:00,91,114,0,38,96,6,21,9,12,13,33,19,16,10,6,8,14,17,,-23,0
1610612745217010912018-03-24,2018,2018-03-24,21701091,HOU,1610612745,2880,48:00,114,91,1,45,93,18,47,6,8,5,43,22,19,10,8,6,17,14,,23,1
1610612747217010922018-03-24,2018,2018-03-24,21701092,LAL,1610612747,2880,48:00,100,93,1,35,86,13,38,17,25,11,33,19,11,7,2,6,20,21,,7,0
1610612763217010922018-03-24,2018,2018-03-24,21701092,MEM,1610612763,2880,48:00,93,100,0,35,84,5,29,18,22,11,32,20,10,7,6,2,21,20,,-7,1
1610612742217010932018-03-24,2018,2018-03-24,21701093,DAL,1610612742,2880,48:00,98,102,0,36,91,12,41,14,19,5,47,22,12,10,6,4,22,14,,-4,1
1610612766217010932018-03-24,2018,2018-03-24,21701093,CHA,1610612766,2880,48:00,102,98,1,35,92,12,25,20,29,13,49,21,13,10,4,6,14,22,,4,0
1610612739217010942018-03-25,2018,2018-03-25,21701094,CLE,1610612739,2880,48:00,121,114,1,44,87,12,28,21,26,11,38,25,11,7,2,3,21,24,,7,0
1610612751217010942018-03-25,2018,2018-03-25,21701094,BKN,1610612751,2880,48:00,114,121,0,38,83,17,37,21,26,7,31,27,9,5,3,2,24,21,,-7,1
1610612749217010952018-03-25,2018,2018-03-25,21701095,MIL,1610612749,2880,48:00,106,103,1,42,86,9,27,13,18,9,28,27,10,4,6,2,18,17,,3,1
1610612759217010952018-03-25,2018,2018-03-25,21701095,SAS,1610612759,2880,48:00,103,106,0,41,92,4,17,17,21,20,33,16,12,6,2,6,17,18,,-3,0
1610612748217010962018-03-25,2018,2018-03-25,21701096,MIA,1610612748,3180,53:00,107,113,0,41,86,14,35,11,14,7,32,32,17,12,3,7,20,17,,-6,0
1610612754217010962018-03-25,2018,2018-03-25,21701096,IND,1610612754,3180,53:00,113,107,1,44,90,8,23,17,21,10,41,26,17,10,7,3,17,20,,6,1
1610612746217010972018-03-25,2018,2018-03-25,21701097,LAC,1610612746,2880,48:00,117,106,1,44,95,8,18,21,27,12,32,17,8,3,5,6,16,23,,11,0
1610612761217010972018-03-25,2018,2018-03-25,21701097,TOR,1610612761,2880,48:00,106,117,0,41,92,16,36,8,14,13,35,24,14,7,6,5,23,16,,-11,1
1610612752217010982018-03-25,2018,2018-03-25,21701098,NYK,1610612752,2880,48:00,101,97,1,41,88,6,22,13,15,10,34,26,14,10,6,7,19,17,,4,0
1610612764217010982018-03-25,2018,2018-03-25,21701098,WAS,1610612764,2880,48:00,97,101,0,37,87,6,19,17,23,14,32,25,14,10,7,6,17,19,,-4,1
1610612738217010992018-03-25,2018,2018-03-25,21701099,BOS,1610612738,2880,48:00,104,93,1,40,72,12,22,12,17,3,32,23,15,7,2,1,11,16,,11,0
1610612758217010992018-03-25,2018,2018-03-25,21701099,SAC,1610612758,2880,48:00,93,104,0,38,82,7,26,10,10,7,27,18,14,9,1,2,16,11,,-11,1
1610612757217011002018-03-25,2018,2018-03-25,21701100,POR,1610612757,2880,48:00,108,105,1,42,90,9,34,15,19,18,31,20,13,9,7,5,19,19,,3,0
1610612760217011002018-03-25,2018,2018-03-25,21701100,OKC,1610612760,2880,48:00,105,108,0,37,84,8,27,23,28,13,26,16,10,8,5,7,19,19,,-3,1
1610612737217011012018-03-25,2018,2018-03-25,21701101,ATL,1610612737,2880,48:00,99,118,0,39,88,11,40,10,11,7,38,18,13,7,2,4,14,13,,-19,0
1610612745217011012018-03-25,2018,2018-03-25,21701101,HOU,1610612745,2880,48:00,118,99,1,44,90,20,52,10,11,6,39,28,11,5,4,2,13,14,,19,1
1610612744217011022018-03-25,2018,2018-03-25,21701102,GSW,1610612744,2880,48:00,91,110,0,38,91,6,15,9,10,14,27,24,11,6,7,8,19,16,,-19,1
1610612762217011022018-03-25,2018,2018-03-25,21701102,UTA,1610612762,2880,48:00,110,91,1,42,87,12,28,14,18,11,36,27,14,9,8,7,16,19,,19,0
1610612752217011032018-03-26,2018,2018-03-26,21701103,NYK,1610612752,3180,53:00,128,137,0,54,105,9,30,11,11,11,30,25,10,5,1,4,27,12,,-9,0
1610612766217011032018-03-26,2018,2018-03-26,21701103,CHA,1610612766,3180,53:00,137,128,1,51,93,11,28,24,28,11,32,25,14,6,4,1,12,27,,9,1
1610612747217011042018-03-26,2018,2018-03-26,21701104,LAL,1610612747,2880,48:00,106,112,0,40,85,6,23,20,25,6,41,29,10,4,7,2,20,25,,-6,0
1610612765217011042018-03-26,2018,2018-03-26,21701104,DET,1610612765,2880,48:00,112,106,1,44,100,13,33,11,15,10,40,21,7,3,2,7,25,20,,6,1
1610612743217011052018-03-26,2018,2018-03-26,21701105,DEN,1610612743,2880,48:00,104,123,0,36,84,11,32,21,34,9,28,27,15,6,7,6,21,28,,-19,0
1610612755217011052018-03-26,2018,2018-03-26,21701105,PHI,1610612755,2880,48:00,123,104,1,46,91,13,29,18,25,14,39,35,17,10,6,7,28,21,,19,1
1610612750217011062018-03-26,2018,2018-03-26,21701106,MIN,1610612750,2880,48:00,93,101,0,33,79,8,24,19,24,7,30,21,14,8,6,4,15,23,,-8,1
1610612763217011062018-03-26,2018,2018-03-26,21701106,MEM,1610612763,2880,48:00,101,93,1,40,84,15,31,6,9,7,28,25,13,7,4,6,23,15,,8,0
1610612738217011072018-03-26,2018,2018-03-26,21701107,BOS,1610612738,2880,48:00,102,94,1,37,87,14,29,14,14,10,34,24,12,8,3,5,19,18,,8,0
1610612756217011072018-03-26,2018,2018-03-26,21701107,PHX,1610612756,2880,48:00,94,102,0,36,81,12,35,10,19,11,36,18,15,10,5,3,18,19,,-8,1
1610612759217011082018-03-27,2018,2018-03-27,21701108,SAS,1610612759,2880,48:00,106,116,0,39,87,10,25,18,33,10,27,29,8,5,5,7,17,27,,-10,0
1610612764217011082018-03-27,2018,2018-03-27,21701108,WAS,1610612764,2880,48:00,116,106,1,46,85,10,24,14,18,10,40,33,16,7,7,5,27,17,,10,1
1610612743217011092018-03-27,2018,2018-03-27,21701109,DEN,1610612743,2880,48:00,110,114,0,42,89,13,30,13,14,10,30,26,11,6,6,16,16,18,,-4,0
1610612761217011092018-03-27,2018,2018-03-27,21701109,TOR,1610612761,2880,48:00,114,110,1,47,92,13,34,7,9,9,28,33,9,6,16,6,18,16,,4,1
1610612739217011102018-03-27,2018,2018-03-27,21701110,CLE,1610612739,2880,48:00,79,98,0,31,85,4,26,13,19,12,30,15,14,10,1,9,18,19,,-19,0
1610612748217011102018-03-27,2018,2018-03-27,21701110,MIA,1610612748,2880,48:00,98,79,1,37,78,9,29,15,20,10,34,24,14,8,9,1,19,18,,19,1
1610612741217011112018-03-27,2018,2018-03-27,21701111,CHI,1610612741,2880,48:00,86,118,0,34,89,8,37,10,17,13,38,17,18,15,1,6,19,13,,-32,0
1610612745217011112018-03-27,2018,2018-03-27,21701111,HOU,1610612745,2880,48:00,118,86,1,41,93,18,57,18,21,9,37,28,10,8,6,1,13,19,,32,1
1610612740217011122018-03-27,2018,2018-03-27,21701112,NOP,1610612740,2880,48:00,103,107,0,43,94,4,24,13,14,11,43,28,16,11,10,7,19,17,,-4,1
1610612757217011122018-03-27,2018,2018-03-27,21701112,POR,1610612757,2880,48:00,107,103,1,44,105,10,32,9,10,17,30,20,10,3,7,10,17,19,,4,0
1610612742217011132018-03-27,2018,2018-03-27,21701113,DAL,1610612742,2880,48:00,103,97,1,36,80,14,40,17,25,4,39,25,10,6,9,6,17,22,,6,0
1610612758217011132018-03-27,2018,2018-03-27,21701113,SAC,1610612758,2880,48:00,97,103,0,38,93,6,23,15,19,10,35,25,10,7,6,9,22,17,,-6,1
1610612744217011142018-03-27,2018,2018-03-27,21701114,GSW,1610612744,2880,48:00,81,92,0,35,86,5,17,6,9,17,34,21,16,10,9,2,17,14,,-11,1
1610612754217011142018-03-27,2018,2018-03-27,21701114,IND,1610612754,2880,48:00,92,81,1,39,81,6,21,8,12,8,30,22,10,4,2,9,14,17,,11,0
1610612746217011152018-03-27,2018,2018-03-27,21701115,LAC,1610612746,2880,48:00,105,98,1,40,86,15,28,10,18,8,33,23,13,12,4,11,24,14,,7,1
1610612749217011152018-03-27,2018,2018-03-27,21701115,MIL,1610612749,2880,48:00,98,105,0,38,83,6,23,16,23,8,36,24,16,8,11,4,14,24,,-7,0
1610612739217011162018-03-28,2018,2018-03-28,21701116,CLE,1610612739,2880,48:00,118,105,1,45,93,11,28,17,20,11,27,22,6,2,1,2,19,17,,13,0
1610612766217011162018-03-28,2018,2018-03-28,21701116,CHA,1610612766,2880,48:00,105,118,0,39,76,5,21,22,24,6,34,20,13,9,2,1,17,19,,-13,1
1610612751217011172018-03-28,2018,2018-03-28,21701117,BKN,1610612751,2880,48:00,111,104,1,40,87,12,34,19,22,11,37,28,8,4,5,4,17,18,,7,0
1610612753217011172018-03-28,2018,2018-03-28,21701117,ORL,1610612753,2880,48:00,104,111,0,40,92,11,31,13,16,11,33,25,9,6,4,5,18,17,,-7,1
1610612752217011182018-03-28,2018,2018-03-28,21701118,NYK,1610612752,2880,48:00,101,118,0,36,94,9,31,20,26,10,36,20,16,9,5,3,22,20,,-17,0
1610612755217011182018-03-28,2018,2018-03-28,21701118,PHI,1610612755,2880,48:00,118,101,1,45,98,9,31,19,27,14,44,34,12,4,3,5,20,22,,17,1
1610612757217011192018-03-28,2018,2018-03-28,21701119,POR,1610612757,2880,48:00,103,108,0,38,79,8,30,19,30,8,30,15,12,7,8,2,20,24,,-5,0
1610612763217011192018-03-28,2018,2018-03-28,21701119,MEM,1610612763,2880,48:00,108,103,1,41,84,13,25,13,23,11,35,23,15,7,2,8,24,20,,5,1
1610612737217011202018-03-28,2018,2018-03-28,21701120,ATL,1610612737,2880,48:00,114,126,0,41,77,13,27,19,23,4,33,26,19,9,2,1,23,20,,-12,0
1610612750217011202018-03-28,2018,2018-03-28,21701120,MIN,1610612750,2880,48:00,126,114,1,48,90,13,30,17,21,7,30,33,13,10,1,2,20,23,,12,1
1610612738217011212018-03-28,2018,2018-03-28,21701121,BOS,1610612738,2880,48:00,97,94,1,35,79,12,21,15,20,11,31,20,16,7,2,6,18,18,,3,0
1610612762217011212018-03-28,2018,2018-03-28,21701121,UTA,1610612762,2880,48:00,94,97,0,34,82,9,33,17,21,12,33,25,16,11,6,2,18,18,,-3,1
1610612746217011222018-03-28,2018,2018-03-28,21701122,LAC,1610612746,2880,48:00,111,99,1,43,80,8,17,17,25,11,40,26,21,13,4,4,17,20,,12,0
1610612756217011222018-03-28,2018,2018-03-28,21701122,PHX,1610612756,2880,48:00,99,111,0,38,88,10,34,13,18,9,30,17,14,7,4,4,20,17,,-12,1
1610612742217011232018-03-28,2018,2018-03-28,21701123,DAL,1610612742,2880,48:00,93,103,0,33,84,13,44,14,19,6,34,17,10,6,1,5,22,16,,-10,0
1610612747217011232018-03-28,2018,2018-03-28,21701123,LAL,1610612747,2880,48:00,103,93,1,36,77,9,33,22,32,7,42,25,15,10,5,1,16,22,,10,1
1610612764217011242018-03-29,2018,2018-03-29,21701124,WAS,1610612764,2880,48:00,92,103,0,37,89,6,32,12,15,12,31,28,15,9,6,3,19,15,,-11,0
1610612765217011242018-03-29,2018,2018-03-29,21701124,DET,1610612765,2880,48:00,103,92,1,41,84,6,21,15,20,10,34,26,16,9,3,6,15,19,,11,1
1610612741217011252018-03-29,2018,2018-03-29,21701125,CHI,1610612741,2880,48:00,92,103,0,33,90,6,26,20,26,14,36,19,18,7,5,7,19,23,,-11,0
1610612748217011252018-03-29,2018,2018-03-29,21701125,MIA,1610612748,2880,48:00,103,92,1,37,82,7,27,22,24,7,37,20,17,10,7,5,23,19,,11,1
1610612759217011262018-03-29,2018,2018-03-29,21701126,SAS,1610612759,2880,48:00,103,99,1,34,81,13,31,22,30,14,34,22,16,11,6,3,18,23,,4,1
1610612760217011262018-03-29,2018,2018-03-29,21701126,OKC,1610612760,2880,48:00,99,103,0,37,85,11,30,14,21,10,33,19,15,13,3,6,23,18,,-4,0
1610612754217011272018-03-29,2018,2018-03-29,21701127,IND,1610612754,2880,48:00,106,103,1,40,80,8,26,18,20,7,27,23,10,3,4,2,17,24,,3,0
1610612758217011272018-03-29,2018,2018-03-29,21701127,SAC,1610612758,2880,48:00,103,106,0,42,78,13,31,6,9,6,26,27,18,9,2,4,24,17,,-3,1
1610612744217011282018-03-29,2018,2018-03-29,21701128,GSW,1610612744,2880,48:00,107,116,0,41,75,10,20,15,15,2,29,26,18,16,7,3,20,17,,-9,1
1610612749217011282018-03-29,2018,2018-03-29,21701128,MIL,1610612749,2880,48:00,116,107,1,48,87,11,20,9,10,7,29,30,15,10,3,7,17,20,,9,0
1610612741217011292018-03-30,2018,2018-03-30,21701129,CHI,1610612741,2880,48:00,90,82,1,30,84,14,41,16,23,11,42,16,16,11,7,5,17,18,,8,0
1610612753217011292018-03-30,2018,2018-03-30,21701129,ORL,1610612753,2880,48:00,82,90,0,31,94,7,39,13,14,12,43,16,12,11,5,7,18,17,,-8,1
1610612737217011302018-03-30,2018,2018-03-30,21701130,ATL,1610612737,2880,48:00,91,101,0,36,101,9,39,10,15,15,44,24,16,10,4,6,14,18,,-10,1
1610612755217011302018-03-30,2018,2018-03-30,21701130,PHI,1610612755,2880,48:00,101,91,1,42,95,8,38,9,13,9,44,34,15,9,6,4,18,14,,10,0
1610612739217011312018-03-30,2018,2018-03-30,21701131,CLE,1610612739,2880,48:00,107,102,1,43,90,10,24,11,15,9,36,22,10,4,2,2,14,20,,5,1
1610612740217011312018-03-30,2018,2018-03-30,21701131,NOP,1610612740,2880,48:00,102,107,0,43,89,11,26,5,6,7,34,25,11,6,2,2,20,14,,-5,0
1610612745217011322018-03-30,2018,2018-03-30,21701132,HOU,1610612745,2880,48:00,104,103,1,35,81,14,38,20,29,8,31,22,10,8,7,5,12,22,,1,1
1610612756217011322018-03-30,2018,2018-03-30,21701132,PHX,1610612756,2880,48:00,103,104,0,41,84,12,32,9,13,8,38,23,17,9,5,7,22,12,,-1,0
1610612743217011332018-03-30,2018,2018-03-30,21701133,DEN,1610612743,3180,53:00,126,125,1,49,94,10,30,18,21,12,46,27,15,13,5,2,24,22,,1,0
1610612760217011332018-03-30,2018,2018-03-30,21701133,OKC,1610612760,3180,53:00,125,126,0,45,108,20,44,15,27,18,32,25,8,4,2,5,22,24,,-1,1
1610612742217011342018-03-30,2018,2018-03-30,21701134,DAL,1610612742,2880,48:00,92,93,0,38,86,11,28,5,7,6,40,22,14,10,5,6,17,13,,-1,1
1610612750217011342018-03-30,2018,2018-03-30,21701134,MIN,1610612750,2880,48:00,93,92,1,35,83,8,25,15,17,6,38,14,9,5,6,5,13,17,,1,0
1610612762217011352018-03-30,2018,2018-03-30,21701135,UTA,1610612762,2880,48:00,107,97,1,40,74,12,31,15,26,7,31,24,15,8,5,4,19,21,,10,1
1610612763217011352018-03-30,2018,2018-03-30,21701135,MEM,1610612763,2880,48:00,97,107,0,39,81,9,23,10,15,7,26,24,13,7,4,5,21,19,,-10,0
1610612747217011362018-03-30,2018,2018-03-30,21701136,LAL,1610612747,3180,53:00,122,124,0,48,94,8,27,18,25,15,41,33,18,14,3,6,23,25,,-2,1
1610612749217011362018-03-30,2018,2018-03-30,21701136,MIL,1610612749,3180,53:00,124,122,1,45,94,11,29,23,28,8,31,24,12,5,6,3,25,23,,2,0
1610612746217011372018-03-30,2018,2018-03-30,21701137,LAC,1610612746,2880,48:00,96,105,0,36,89,4,13,20,35,11,35,13,10,9,5,10,16,26,,-9,0
1610612757217011372018-03-30,2018,2018-03-30,21701137,POR,1610612757,2880,48:00,105,96,1,41,95,8,30,15,16,13,37,30,10,5,10,5,26,16,,9,1
1610612764217011382018-03-31,2018,2018-03-31,21701138,WAS,1610612764,2880,48:00,107,93,1,40,88,18,39,9,12,11,33,30,12,6,4,2,23,14,,14,1
1610612766217011382018-03-31,2018,2018-03-31,21701138,CHA,1610612766,2880,48:00,93,107,0,35,77,6,23,17,27,9,37,22,17,11,2,4,14,23,,-14,0
1610612752217011392018-03-31,2018,2018-03-31,21701139,NYK,1610612752,2880,48:00,109,115,0,43,91,13,29,10,12,9,31,31,14,8,1,5,18,15,,-6,1
1610612765217011392018-03-31,2018,2018-03-31,21701139,DET,1610612765,2880,48:00,115,109,1,44,85,10,24,17,22,10,33,24,9,4,5,1,15,18,,6,0
1610612738217011402018-03-31,2018,2018-03-31,21701140,BOS,1610612738,2880,48:00,110,99,1,40,88,7,17,23,27,8,33,19,5,1,3,5,23,26,,11,1
1610612761217011402018-03-31,2018,2018-03-31,21701140,TOR,1610612761,2880,48:00,99,110,0,37,80,8,35,17,22,9,37,23,15,6,5,3,26,23,,-11,0
1610612748217011412018-03-31,2018,2018-03-31,21701141,MIA,1610612748,3180,53:00,109,110,0,43,95,7,17,16,21,10,41,19,18,11,6,5,22,24,,-1,1
1610612751217011412018-03-31,2018,2018-03-31,21701141,BKN,1610612751,3180,53:00,110,109,1,39,91,10,35,22,28,7,40,28,15,6,5,6,24,22,,1,0
1610612744217011422018-03-31,2018,2018-03-31,21701142,GSW,1610612744,2880,48:00,112,96,1,41,83,9,26,21,28,6,36,28,10,5,6,6,18,23,,16,0
1610612758217011422018-03-31,2018,2018-03-31,21701142,SAC,1610612758,2880,48:00,96,112,0,36,87,8,28,16,19,10,37,27,15,9,6,6,23,18,,-16,1
1610612755217011432018-04-01,2018,2018-04-01,21701143,PHI,1610612755,2880,48:00,119,102,1,48,94,14,32,9,10,7,37,36,14,8,5,7,24,13,,17,0
1610612766217011432018-04-01,2018,2018-04-01,21701143,CHA,1610612766,2880,48:00,102,119,0,33,82,9,30,27,34,8,32,17,16,15,7,5,13,24,,-17,1
1610612741217011442018-04-01,2018,2018-04-01,21701144,CHI,1610612741,2880,48:00,113,94,1,43,82,18,34,9,13,6,34,30,17,5,1,4,18,12,,19,1
1610612764217011442018-04-01,2018,2018-04-01,21701144,WAS,1610612764,2880,48:00,94,113,0,37,81,8,30,12,12,6,31,27,16,7,4,1,12,18,,-19,0
1610612745217011452018-04-01,2018,2018-04-01,21701145,HOU,1610612745,2880,48:00,83,100,0,26,77,7,31,24,29,8,34,12,9,8,3,8,20,19,,-17,0
1610612759217011452018-04-01,2018,2018-04-01,21701145,SAS,1610612759,2880,48:00,100,83,1,40,81,6,17,14,21,8,40,19,8,3,8,3,19,20,,17,1
